semana,dia_semana,hora,zona,capacidad,ocupados,prob_ocupado
8,2,9,C,6,4,0.667
8,2,9,D,4,2,0.5
8,2,10,A,6,1,0.167
8,2,10,B,4,0,0.0
8,2,10,C,6,3,0.5
8,2,10,D,4,2,0.5
8,2,11,A,6,2,0.333
8,2,11,B,4,0,0.0
8,2,11,C,6,1,0.167
8,2,11,D,4,0,0.0
8,2,12,A,6,2,0.333
8,2,12,B,4,0,0.0
8,2,12,C,6,3,0.5
8,2,12,D,4,0,0.0
8,2,13,A,6,2,0.333
8,2,13,B,4,1,0.25
8,2,13,C,6,2,0.333
8,2,13,D,4,1,0.25
8,2,14,A,6,3,0.5
8,2,14,B,4,2,0.5
8,2,14,C,6,2,0.333
8,2,14,D,4,1,0.25
8,2,15,A,6,1,0.167
8,2,15,B,4,1,0.25
8,2,15,C,6,2,0.333
8,2,15,D,4,1,0.25
8,2,16,A,6,1,0.167
8,2,16,B,4,1,0.25
8,2,16,C,6,2,0.333
8,2,16,D,4,0,0.0
8,2,17,A,6,0,0.0
8,2,17,B,4,1,0.25
8,2,17,C,6,1,0.167
8,2,17,D,4,0,0.0
8,2,18,A,6,1,0.167
8,2,18,B,4,2,0.5
8,2,18,C,6,0,0.0
8,2,18,D,4,0,0.0
8,3,6,A,6,2,0.333
8,3,6,B,4,1,0.25
8,3,6,C,6,1,0.167
8,3,6,D,4,0,0.0
8,3,7,A,6,3,0.5
8,3,7,B,4,1,0.25
8,3,7,C,6,3,0.5
8,3,7,D,4,2,0.5
8,3,8,A,6,4,0.667
8,3,8,B,4,2,0.5
8,3,8,C,6,2,0.333
8,3,8,D,4,1,0.25
8,3,9,A,6,3,0.5
8,3,9,B,4,0,0.0
8,3,9,C,6,1,0.167
8,3,9,D,4,1,0.25
8,3,10,A,6,2,0.333
8,3,10,B,4,2,0.5
8,3,10,C,6,2,0.333
8,3,10,D,4,1,0.25
8,3,11,A,6,2,0.333
8,3,11,B,4,1,0.25
8,3,11,C,6,1,0.167
8,3,11,D,4,1,0.25
8,3,12,A,6,4,0.667
8,3,12,B,4,2,0.5
8,3,12,C,6,2,0.333
8,3,12,D,4,1,0.25
8,3,13,A,6,2,0.333
8,3,13,B,4,1,0.25
8,3,13,C,6,2,0.333
8,3,13,D,4,1,0.25
8,3,14,A,6,2,0.333
8,3,14,B,4,1,0.25
8,3,14,C,6,2,0.333
8,3,14,D,4,1,0.25
8,3,15,A,6,2,0.333
8,3,15,B,4,0,0.0
8,3,15,C,6,0,0.0
8,3,15,D,4,1,0.25
8,3,16,A,6,0,0.0
8,3,16,B,4,0,0.0
8,3,16,C,6,0,0.0
8,3,16,D,4,0,0.0
8,3,17,A,6,1,0.167
8,3,17,B,4,1,0.25
8,3,17,C,6,1,0.167
8,3,17,D,4,0,0.0
8,3,18,A,6,1,0.167
8,3,18,B,4,0,0.0
8,3,18,C,6,2,0.333
8,3,18,D,4,0,0.0
8,4,6,A,6,1,0.167
8,4,6,B,4,1,0.25
8,4,6,C,6,2,0.333
8,4,6,D,4,0,0.0
8,4,7,A,6,2,0.333
8,4,7,B,4,1,0.25
8,4,7,C,6,1,0.167
8,4,7,D,4,1,0.25
8,4,8,A,6,3,0.5
8,4,8,B,4,1,0.25
8,4,8,C,6,2,0.333
8,4,8,D,4,0,0.0
8,4,9,A,6,2,0.333
8,4,9,B,4,1,0.25
8,4,9,C,6,1,0.167
8,4,9,D,4,0,0.0
8,4,10,A,6,0,0.0
8,4,10,B,4,0,0.0
8,4,10,C,6,1,0.167
8,4,10,D,4,1,0.25
8,4,11,A,6,1,0.167
8,4,11,B,4,0,0.0
8,4,11,C,6,2,0.333
8,4,11,D,4,2,0.5
8,4,12,A,6,3,0.5
8,4,12,B,4,1,0.25
8,4,12,C,6,2,0.333
8,4,12,D,4,0,0.0
8,4,13,A,6,2,0.333
8,4,13,B,4,1,0.25
8,4,13,C,6,2,0.333
8,4,13,D,4,1,0.25
8,4,14,A,6,3,0.5
8,4,14,B,4,2,0.5
8,4,14,C,6,1,0.167
8,4,14,D,4,2,0.5
8,4,15,A,6,2,0.333
8,4,15,B,4,1,0.25
8,4,15,C,6,2,0.333
8,4,15,D,4,1,0.25
8,4,16,A,6,0,0.0
8,4,16,B,4,1,0.25
8,4,16,C,6,2,0.333
8,4,16,D,4,0,0.0
8,4,17,A,6,0,0.0
8,4,17,B,4,0,0.0
8,4,17,C,6,0,0.0
8,4,17,D,4,0,0.0
8,4,18,A,6,0,0.0
8,4,18,B,4,0,0.0
8,4,18,C,6,1,0.167
8,4,18,D,4,0,0.0
8,5,6,A,6,1,0.167
8,5,6,B,4,0,0.0
8,5,6,C,6,0,0.0
8,5,6,D,4,0,0.0
8,5,7,A,6,0,0.0
8,5,7,B,4,0,0.0
8,5,7,C,6,1,0.167
8,5,7,D,4,0,0.0
8,5,8,A,6,1,0.167
8,5,8,B,4,1,0.25
8,5,8,C,6,1,0.167
8,5,8,D,4,1,0.25
8,5,9,A,6,1,0.167
8,5,9,B,4,1,0.25
8,5,9,C,6,2,0.333
8,5,9,D,4,1,0.25
8,5,10,A,6,0,0.0
8,5,10,B,4,0,0.0
8,5,10,C,6,1,0.167
8,5,10,D,4,0,0.0
8,5,11,A,6,0,0.0
8,5,11,B,4,0,0.0
8,5,11,C,6,0,0.0
8,5,11,D,4,0,0.0
8,5,12,A,6,2,0.333
8,5,12,B,4,0,0.0
8,5,12,C,6,1,0.167
8,5,12,D,4,0,0.0
8,5,13,A,6,1,0.167
8,5,13,B,4,0,0.0
8,5,13,C,6,0,0.0
8,5,13,D,4,0,0.0
8,5,14,A,6,0,0.0
8,5,14,B,4,1,0.25
8,5,14,C,6,0,0.0
8,5,14,D,4,0,0.0
8,5,15,A,6,1,0.167
8,5,15,B,4,0,0.0
8,5,15,C,6,0,0.0
8,5,15,D,4,0,0.0
8,5,16,A,6,0,0.0
8,5,16,B,4,1,0.25
8,5,16,C,6,0,0.0
8,5,16,D,4,0,0.0
8,5,17,A,6,0,0.0
8,5,17,B,4,0,0.0
8,5,17,C,6,1,0.167
8,5,17,D,4,0,0.0
8,5,18,A,6,1,0.167
8,5,18,B,4,0,0.0
8,5,18,C,6,0,0.0
8,5,18,D,4,0,0.0
9,0,6,A,6,2,0.333
9,0,6,B,4,1,0.25
9,0,6,C,6,1,0.167
9,0,6,D,4,1,0.25
9,0,7,A,6,4,0.667
9,0,7,B,4,0,0.0
9,0,7,C,6,1,0.167
9,0,7,D,4,1,0.25
9,0,8,A,6,2,0.333
9,0,8,B,4,2,0.5
9,0,8,C,6,2,0.333
9,0,8,D,4,1,0.25
9,0,9,A,6,3,0.5
9,0,9,B,4,2,0.5
9,0,9,C,6,3,0.5
9,0,9,D,4,0,0.0
9,0,10,A,6,1,0.167
9,0,10,B,4,2,0.5
9,0,10,C,6,2,0.333
9,0,10,D,4,1,0.25
9,0,11,A,6,1,0.167
9,0,11,B,4,0,0.0
9,0,11,C,6,1,0.167
9,0,11,D,4,0,0.0
9,0,12,A,6,2,0.333
9,0,12,B,4,1,0.25
9,0,12,C,6,2,0.333
9,0,12,D,4,1,0.25
9,0,13,A,6,3,0.5
9,0,13,B,4,2,0.5
9,0,13,C,6,2,0.333
9,0,13,D,4,1,0.25
9,0,14,A,6,2,0.333
9,0,14,B,4,2,0.5
9,0,14,C,6,2,0.333
9,0,14,D,4,1,0.25
9,0,15,A,6,1,0.167
9,0,15,B,4,1,0.25
9,0,15,C,6,2,0.333
9,0,15,D,4,1,0.25
9,0,16,A,6,1,0.167
9,0,16,B,4,0,0.0
9,0,16,C,6,0,0.0
9,0,16,D,4,0,0.0
9,0,17,A,6,2,0.333
9,0,17,B,4,0,0.0
9,0,17,C,6,1,0.167
9,0,17,D,4,0,0.0
9,0,18,A,6,1,0.167
9,0,18,B,4,0,0.0
9,0,18,C,6,0,0.0
9,0,18,D,4,1,0.25
9,1,6,A,6,2,0.333
9,1,6,B,4,0,0.0
9,1,6,C,6,1,0.167
9,1,6,D,4,1,0.25
9,1,7,A,6,2,0.333
9,1,7,B,4,1,0.25
9,1,7,C,6,2,0.333
9,1,7,D,4,1,0.25
9,1,8,A,6,4,0.667
9,1,8,B,4,1,0.25
9,1,8,C,6,3,0.5
9,1,8,D,4,1,0.25
9,1,9,A,6,2,0.333
9,1,9,B,4,1,0.25
9,1,9,C,6,3,0.5
9,1,9,D,4,1,0.25
9,1,10,A,6,3,0.5
9,1,10,B,4,2,0.5
9,1,10,C,6,2,0.333
9,1,10,D,4,0,0.0
9,1,11,A,6,2,0.333
9,1,11,B,4,0,0.0
9,1,11,C,6,2,0.333
9,1,11,D,4,0,0.0
9,1,12,A,6,2,0.333
9,1,12,B,4,2,0.5
9,1,12,C,6,2,0.333
9,1,12,D,4,1,0.25
9,1,13,A,6,3,0.5
9,1,13,B,4,1,0.25
9,1,13,C,6,2,0.333
9,1,13,D,4,3,0.75
9,1,14,A,6,3,0.5
9,1,14,B,4,1,0.25
9,1,14,C,6,2,0.333
9,1,14,D,4,1,0.25
9,1,15,A,6,2,0.333
9,1,15,B,4,1,0.25
9,1,15,C,6,2,0.333
9,1,15,D,4,1,0.25
9,1,16,A,6,1,0.167
9,1,16,B,4,0,0.0
9,1,16,C,6,2,0.333
9,1,16,D,4,0,0.0
9,1,17,A,6,2,0.333
9,1,17,B,4,1,0.25
9,1,17,C,6,1,0.167
9,1,17,D,4,0,0.0
9,1,18,A,6,2,0.333
9,1,18,B,4,0,0.0
9,1,18,C,6,1,0.167
9,1,18,D,4,0,0.0
9,2,6,A,6,2,0.333
9,2,6,B,4,0,0.0
9,2,6,C,6,0,0.0
9,2,6,D,4,1,0.25
9,2,7,A,6,2,0.333
9,2,7,B,4,2,0.5
9,2,7,C,6,1,0.167
9,2,7,D,4,1,0.25
9,2,8,A,6,4,0.667
9,2,8,B,4,2,0.5
9,2,8,C,6,3,0.5
9,2,8,D,4,2,0.5
9,2,9,A,6,3,0.5
9,2,9,B,4,2,0.5
9,2,9,C,6,2,0.333
9,2,9,D,4,1,0.25
9,2,10,A,6,2,0.333
9,2,10,B,4,1,0.25
9,2,10,C,6,2,0.333
9,2,10,D,4,0,0.0
9,2,11,A,6,2,0.333
9,2,11,B,4,1,0.25
9,2,11,C,6,1,0.167
9,2,11,D,4,0,0.0
9,2,12,A,6,2,0.333
9,2,12,B,4,1,0.25
9,2,12,C,6,2,0.333
9,2,12,D,4,2,0.5
9,2,13,A,6,2,0.333
9,2,13,B,4,2,0.5
9,2,13,C,6,3,0.5
9,2,13,D,4,1,0.25
9,2,14,A,6,2,0.333
9,2,14,B,4,2,0.5
9,2,14,C,6,2,0.333
9,2,14,D,4,1,0.25
9,2,15,A,6,1,0.167
9,2,15,B,4,1,0.25
9,2,15,C,6,2,0.333
9,2,15,D,4,1,0.25
9,2,16,A,6,1,0.167
9,2,16,B,4,0,0.0
9,2,16,C,6,1,0.167
9,2,16,D,4,0,0.0
9,2,17,A,6,2,0.333
9,2,17,B,4,0,0.0
9,2,17,C,6,0,0.0
9,2,17,D,4,0,0.0
9,2,18,A,6,1,0.167
9,2,18,B,4,0,0.0
9,2,18,C,6,0,0.0
9,2,18,D,4,0,0.0
9,3,6,A,6,1,0.167
9,3,6,B,4,1,0.25
9,3,6,C,6,1,0.167
9,3,6,D,4,0,0.0
9,3,7,A,6,4,0.667
9,3,7,B,4,2,0.5
9,3,7,C,6,2,0.333
9,3,7,D,4,2,0.5
9,3,8,A,6,3,0.5
9,3,8,B,4,2,0.5
9,3,8,C,6,1,0.167
9,3,8,D,4,2,0.5
9,3,9,A,6,2,0.333
9,3,9,B,4,2,0.5
9,3,9,C,6,2,0.333
9,3,9,D,4,2,0.5
9,3,10,A,6,2,0.333
9,3,10,B,4,1,0.25
9,3,10,C,6,1,0.167
9,3,10,D,4,1,0.25
9,3,11,A,6,1,0.167
9,3,11,B,4,0,0.0
9,3,11,C,6,2,0.333
9,3,11,D,4,1,0.25
9,3,12,A,6,2,0.333
9,3,12,B,4,1,0.25
9,3,12,C,6,2,0.333
9,3,12,D,4,1,0.25
9,3,13,A,6,3,0.5
9,3,13,B,4,1,0.25
9,3,13,C,6,3,0.5
9,3,13,D,4,0,0.0
9,3,14,A,6,2,0.333
9,3,14,B,4,1,0.25
9,3,14,C,6,2,0.333
9,3,14,D,4,2,0.5
9,3,15,A,6,2,0.333
9,3,15,B,4,0,0.0
9,3,15,C,6,1,0.167
9,3,15,D,4,1,0.25
9,3,16,A,6,1,0.167
9,3,16,B,4,0,0.0
9,3,16,C,6,2,0.333
9,3,16,D,4,0,0.0
9,3,17,A,6,0,0.0
9,3,17,B,4,0,0.0
9,3,17,C,6,0,0.0
9,3,17,D,4,1,0.25
9,3,18,A,6,1,0.167
9,3,18,B,4,0,0.0
9,3,18,C,6,0,0.0
9,3,18,D,4,0,0.0
9,4,6,A,6,2,0.333
9,4,6,B,4,0,0.0
9,4,6,C,6,0,0.0
9,4,6,D,4,0,0.0
9,4,7,A,6,3,0.5
9,4,7,B,4,1,0.25
9,4,7,C,6,1,0.167
9,4,7,D,4,0,0.0
9,4,8,A,6,2,0.333
9,4,8,B,4,2,0.5
9,4,8,C,6,2,0.333
9,4,8,D,4,2,0.5
9,4,9,A,6,2,0.333
9,4,9,B,4,1,0.25
9,4,9,C,6,2,0.333
9,4,9,D,4,0,0.0
9,4,10,A,6,2,0.333
9,4,10,B,4,0,0.0
9,4,10,C,6,1,0.167
9,4,10,D,4,0,0.0
9,4,11,A,6,2,0.333
9,4,11,B,4,2,0.5
9,4,11,C,6,2,0.333
9,4,11,D,4,1,0.25
9,4,12,A,6,2,0.333
9,4,12,B,4,2,0.5
9,4,12,C,6,0,0.0
9,4,12,D,4,1,0.25
9,4,13,A,6,2,0.333
9,4,13,B,4,2,0.5
9,4,13,C,6,2,0.333
9,4,13,D,4,1,0.25
9,4,14,A,6,2,0.333
9,4,14,B,4,1,0.25
9,4,14,C,6,2,0.333
9,4,14,D,4,1,0.25
9,4,15,A,6,2,0.333
9,4,15,B,4,0,0.0
9,4,15,C,6,0,0.0
9,4,15,D,4,1,0.25
9,4,16,A,6,0,0.0
9,4,16,B,4,0,0.0
9,4,16,C,6,2,0.333
9,4,16,D,4,0,0.0
9,4,17,A,6,0,0.0
9,4,17,B,4,0,0.0
9,4,17,C,6,0,0.0
9,4,17,D,4,1,0.25
9,4,18,A,6,0,0.0
9,4,18,B,4,0,0.0
9,4,18,C,6,1,0.167
9,4,18,D,4,0,0.0
9,5,6,A,6,1,0.167
9,5,6,B,4,0,0.0
9,5,6,C,6,1,0.167
9,5,6,D,4,0,0.0
9,5,7,A,6,0,0.0
9,5,7,B,4,0,0.0
9,5,7,C,6,0,0.0
9,5,7,D,4,1,0.25
9,5,8,A,6,1,0.167
9,5,8,B,4,0,0.0
9,5,8,C,6,1,0.167
9,5,8,D,4,1,0.25
9,5,9,A,6,1,0.167
9,5,9,B,4,1,0.25
9,5,9,C,6,1,0.167
9,5,9,D,4,0,0.0
9,5,10,A,6,2,0.333
9,5,10,B,4,0,0.0
9,5,10,C,6,0,0.0
9,5,10,D,4,0,0.0
9,5,11,A,6,0,0.0
9,5,11,B,4,0,0.0
9,5,11,C,6,1,0.167
9,5,11,D,4,0,0.0
9,5,12,A,6,1,0.167
9,5,12,B,4,0,0.0
9,5,12,C,6,0,0.0
9,5,12,D,4,0,0.0
9,5,13,A,6,1,0.167
9,5,13,B,4,0,0.0
9,5,13,C,6,0,0.0
9,5,13,D,4,0,0.0
9,5,14,A,6,0,0.0
9,5,14,B,4,0,0.0
9,5,14,C,6,0,0.0
9,5,14,D,4,1,0.25
9,5,15,A,6,1,0.167
9,5,15,B,4,0,0.0
9,5,15,C,6,0,0.0
9,5,15,D,4,0,0.0
9,5,16,A,6,0,0.0
9,5,16,B,4,0,0.0
9,5,16,C,6,0,0.0
9,5,16,D,4,0,0.0
9,5,17,A,6,0,0.0
9,5,17,B,4,0,0.0
9,5,17,C,6,0,0.0
9,5,17,D,4,0,0.0
9,5,18,A,6,0,0.0
9,5,18,B,4,0,0.0
9,5,18,C,6,0,0.0
9,5,18,D,4,0,0.0
10,0,6,A,6,2,0.333
10,0,6,B,4,1,0.25
10,0,6,C,6,1,0.167
10,0,6,D,4,1,0.25
10,0,7,A,6,2,0.333
10,0,7,B,4,1,0.25
10,0,7,C,6,2,0.333
10,0,7,D,4,1,0.25
10,0,8,A,6,3,0.5
10,0,8,B,4,2,0.5
10,0,8,C,6,2,0.333
10,0,8,D,4,1,0.25
10,0,9,A,6,2,0.333
10,0,9,B,4,1,0.25
10,0,9,C,6,2,0.333
10,0,9,D,4,1,0.25
10,0,10,A,6,2,0.333
10,0,10,B,4,1,0.25
10,0,10,C,6,2,0.333
10,0,10,D,4,0,0.0
10,0,11,A,6,1,0.167
10,0,11,B,4,1,0.25
10,0,11,C,6,2,0.333
10,0,11,D,4,1,0.25
10,0,12,A,6,3,0.5
10,0,12,B,4,1,0.25
10,0,12,C,6,2,0.333
10,0,12,D,4,1,0.25
10,0,13,A,6,2,0.333
10,0,13,B,4,2,0.5
10,0,13,C,6,2,0.333
10,0,13,D,4,2,0.5
10,0,14,A,6,3,0.5
10,0,14,B,4,1,0.25
10,0,14,C,6,2,0.333
10,0,14,D,4,0,0.0
10,0,15,A,6,2,0.333
10,0,15,B,4,1,0.25
10,0,15,C,6,2,0.333
10,0,15,D,4,1,0.25
10,0,16,A,6,0,0.0
10,0,16,B,4,0,0.0
10,0,16,C,6,1,0.167
10,0,16,D,4,0,0.0
10,0,17,A,6,1,0.167
10,0,17,B,4,0,0.0
10,0,17,C,6,1,0.167
10,0,17,D,4,0,0.0
10,0,18,A,6,1,0.167
10,0,18,B,4,0,0.0
10,0,18,C,6,1,0.167
10,0,18,D,4,0,0.0
10,1,6,A,6,1,0.167
10,1,6,B,4,1,0.25
10,1,6,C,6,1,0.167
10,1,6,D,4,0,0.0
10,1,7,A,6,2,0.333
10,1,7,B,4,1,0.25
10,1,7,C,6,3,0.5
10,1,7,D,4,2,0.5
10,1,8,A,6,4,0.667
10,1,8,B,4,2,0.5
10,1,8,C,6,2,0.333
10,1,8,D,4,2,0.5
10,1,9,A,6,4,0.667
10,1,9,B,4,2,0.5
10,1,9,C,6,2,0.333
10,1,9,D,4,2,0.5
10,1,10,A,6,2,0.333
10,1,10,B,4,1,0.25
10,1,10,C,6,2,0.333
10,1,10,D,4,1,0.25
10,1,11,A,6,1,0.167
10,1,11,B,4,1,0.25
10,1,11,C,6,2,0.333
10,1,11,D,4,0,0.0
10,1,12,A,6,4,0.667
10,1,12,B,4,2,0.5
10,1,12,C,6,2,0.333
10,1,12,D,4,1,0.25
10,1,13,A,6,2,0.333
10,1,13,B,4,0,0.0
10,1,13,C,6,2,0.333
10,1,13,D,4,1,0.25
10,1,14,A,6,3,0.5
10,1,14,B,4,1,0.25
10,1,14,C,6,3,0.5
10,1,14,D,4,1,0.25
10,1,15,A,6,2,0.333
10,1,15,B,4,1,0.25
10,1,15,C,6,1,0.167
10,1,15,D,4,1,0.25
10,1,16,A,6,1,0.167
10,1,16,B,4,1,0.25
10,1,16,C,6,2,0.333
10,1,16,D,4,0,0.0
10,1,17,A,6,1,0.167
10,1,17,B,4,0,0.0
10,1,17,C,6,1,0.167
10,1,17,D,4,0,0.0
10,1,18,A,6,0,0.0
10,1,18,B,4,0,0.0
10,1,18,C,6,0,0.0
10,1,18,D,4,0,0.0
10,2,6,A,6,2,0.333
10,2,6,B,4,0,0.0
10,2,6,C,6,2,0.333
10,2,6,D,4,0,0.0
10,2,7,A,6,3,0.5
10,2,7,B,4,1,0.25
10,2,7,C,6,2,0.333
10,2,7,D,4,2,0.5
10,2,8,A,6,4,0.667
10,2,8,B,4,2,0.5
10,2,8,C,6,4,0.667
10,2,8,D,4,2,0.5
10,2,9,A,6,2,0.333
10,2,9,B,4,2,0.5
10,2,9,C,6,2,0.333
10,2,9,D,4,1,0.25
10,2,10,A,6,2,0.333
10,2,10,B,4,2,0.5
10,2,10,C,6,2,0.333
10,2,10,D,4,0,0.0
10,2,11,A,6,2,0.333
10,2,11,B,4,1,0.25
10,2,11,C,6,3,0.5
10,2,11,D,4,1,0.25
10,2,12,A,6,2,0.333
10,2,12,B,4,1,0.25
10,2,12,C,6,2,0.333
10,2,12,D,4,1,0.25
10,2,13,A,6,2,0.333
10,2,13,B,4,1,0.25
10,2,13,C,6,3,0.5
10,2,13,D,4,1,0.25
10,2,14,A,6,2,0.333
10,2,14,B,4,1,0.25
10,2,14,C,6,2,0.333
10,2,14,D,4,2,0.5
10,2,15,A,6,3,0.5
10,2,15,B,4,1,0.25
10,2,15,C,6,1,0.167
10,2,15,D,4,1,0.25
10,2,16,A,6,1,0.167
10,2,16,B,4,2,0.5
10,2,16,C,6,0,0.0
10,2,16,D,4,0,0.0
10,2,17,A,6,1,0.167
10,2,17,B,4,0,0.0
10,2,17,C,6,0,0.0
10,2,17,D,4,0,0.0
10,2,18,A,6,1,0.167
10,2,18,B,4,0,0.0
10,2,18,C,6,0,0.0
10,2,18,D,4,0,0.0
10,3,6,A,6,2,0.333
10,3,6,B,4,1,0.25
10,3,6,C,6,2,0.333
10,3,6,D,4,1,0.25
10,3,7,A,6,2,0.333
10,3,7,B,4,2,0.5
10,3,7,C,6,2,0.333
10,3,7,D,4,2,0.5
10,3,8,A,6,3,0.5
10,3,8,B,4,2,0.5
10,3,8,C,6,2,0.333
10,3,8,D,4,1,0.25
10,3,9,A,6,2,0.333
10,3,9,B,4,1,0.25
10,3,9,C,6,3,0.5
10,3,9,D,4,2,0.5
10,3,10,A,6,2,0.333
10,3,10,B,4,0,0.0
10,3,10,C,6,2,0.333
10,3,10,D,4,1,0.25
10,3,11,A,6,2,0.333
10,3,11,B,4,1,0.25
10,3,11,C,6,2,0.333
10,3,11,D,4,1,0.25
10,3,12,A,6,2,0.333
10,3,12,B,4,2,0.5
10,3,12,C,6,3,0.5
10,3,12,D,4,2,0.5
10,3,13,A,6,2,0.333
10,3,13,B,4,2,0.5
10,3,13,C,6,2,0.333
10,3,13,D,4,1,0.25
10,3,14,A,6,4,0.667
10,3,14,B,4,2,0.5
10,3,14,C,6,2,0.333
10,3,14,D,4,1,0.25
10,3,15,A,6,1,0.167
10,3,15,B,4,1,0.25
10,3,15,C,6,1,0.167
10,3,15,D,4,2,0.5
10,3,16,A,6,2,0.333
10,3,16,B,4,0,0.0
10,3,16,C,6,0,0.0
10,3,16,D,4,0,0.0
10,3,17,A,6,1,0.167
10,3,17,B,4,0,0.0
10,3,17,C,6,1,0.167
10,3,17,D,4,0,0.0
10,3,18,A,6,1,0.167
10,3,18,B,4,0,0.0
10,3,18,C,6,2,0.333
10,3,18,D,4,0,0.0
10,4,6,A,6,2,0.333
10,4,6,B,4,1,0.25
10,4,6,C,6,1,0.167
10,4,6,D,4,1,0.25
10,4,7,A,6,2,0.333
10,4,7,B,4,1,0.25
10,4,7,C,6,2,0.333
10,4,7,D,4,2,0.5
10,4,8,A,6,4,0.667
10,4,8,B,4,2,0.5
10,4,8,C,6,2,0.333
10,4,8,D,4,1,0.25
10,4,9,A,6,2,0.333
10,4,9,B,4,2,0.5
10,4,9,C,6,3,0.5
10,4,9,D,4,1,0.25
10,4,10,A,6,1,0.167
10,4,10,B,4,0,0.0
10,4,10,C,6,1,0.167
10,4,10,D,4,0,0.0
10,4,11,A,6,1,0.167
10,4,11,B,4,0,0.0
10,4,11,C,6,1,0.167
10,4,11,D,4,0,0.0
10,4,12,A,6,3,0.5
10,4,12,B,4,1,0.25
10,4,12,C,6,1,0.167
10,4,12,D,4,1,0.25
10,4,13,A,6,3,0.5
10,4,13,B,4,1,0.25
10,4,13,C,6,2,0.333
10,4,13,D,4,1,0.25
10,4,14,A,6,2,0.333
10,4,14,B,4,1,0.25
10,4,14,C,6,2,0.333
10,4,14,D,4,1,0.25
10,4,15,A,6,2,0.333
10,4,15,B,4,0,0.0
10,4,15,C,6,1,0.167
10,4,15,D,4,1,0.25
10,4,16,A,6,2,0.333
10,4,16,B,4,0,0.0
10,4,16,C,6,0,0.0
10,4,16,D,4,0,0.0
10,4,17,A,6,1,0.167
10,4,17,B,4,0,0.0
10,4,17,C,6,0,0.0
10,4,17,D,4,0,0.0
10,4,18,A,6,1,0.167
10,4,18,B,4,0,0.0
10,4,18,C,6,0,0.0
10,4,18,D,4,0,0.0
10,5,6,A,6,0,0.0
10,5,6,B,4,0,0.0
10,5,6,C,6,0,0.0
10,5,6,D,4,0,0.0
10,5,7,A,6,0,0.0
10,5,7,B,4,0,0.0
10,5,7,C,6,1,0.167
10,5,7,D,4,1,0.25
10,5,8,A,6,1,0.167
10,5,8,B,4,0,0.0
10,5,8,C,6,1,0.167
10,5,8,D,4,0,0.0
10,5,9,A,6,0,0.0
10,5,9,B,4,0,0.0
10,5,9,C,6,0,0.0
10,5,9,D,4,1,0.25
10,5,10,A,6,1,0.167
10,5,10,B,4,1,0.25
10,5,10,C,6,1,0.167
10,5,10,D,4,0,0.0
10,5,11,A,6,0,0.0
10,5,11,B,4,0,0.0
10,5,11,C,6,0,0.0
10,5,11,D,4,0,0.0
10,5,12,A,6,1,0.167
10,5,12,B,4,0,0.0
10,5,12,C,6,1,0.167
10,5,12,D,4,0,0.0
10,5,13,A,6,1,0.167
10,5,13,B,4,0,0.0
10,5,13,C,6,1,0.167
10,5,13,D,4,0,0.0
10,5,14,A,6,1,0.167
10,5,14,B,4,0,0.0
10,5,14,C,6,2,0.333
10,5,14,D,4,0,0.0
10,5,15,A,6,0,0.0
10,5,15,B,4,0,0.0
10,5,15,C,6,1,0.167
10,5,15,D,4,0,0.0
10,5,16,A,6,0,0.0
10,5,16,B,4,0,0.0
10,5,16,C,6,0,0.0
10,5,16,D,4,0,0.0
10,5,17,A,6,0,0.0
10,5,17,B,4,0,0.0
10,5,17,C,6,1,0.167
10,5,17,D,4,0,0.0
10,5,18,A,6,0,0.0
10,5,18,B,4,1,0.25
10,5,18,C,6,0,0.0
10,5,18,D,4,0,0.0
11,0,6,A,6,2,0.333
11,0,6,B,4,1,0.25
11,0,6,C,6,2,0.333
11,0,6,D,4,0,0.0
11,0,7,A,6,3,0.5
11,0,7,B,4,1,0.25
11,0,7,C,6,3,0.5
11,0,7,D,4,2,0.5
11,0,8,A,6,2,0.333
11,0,8,B,4,2,0.5
11,0,8,C,6,2,0.333
11,0,8,D,4,1,0.25
11,0,9,A,6,2,0.333
11,0,9,B,4,0,0.0
11,0,9,C,6,1,0.167
11,0,9,D,4,2,0.5
11,0,10,A,6,3,0.5
11,0,10,B,4,1,0.25
11,0,10,C,6,2,0.333
11,0,10,D,4,0,0.0
11,0,11,A,6,1,0.167
11,0,11,B,4,2,0.5
11,0,11,C,6,1,0.167
11,0,11,D,4,1,0.25
11,0,12,A,6,3,0.5
11,0,12,B,4,2,0.5
11,0,12,C,6,2,0.333
11,0,12,D,4,0,0.0
11,0,13,A,6,2,0.333
11,0,13,B,4,2,0.5
11,0,13,C,6,2,0.333
11,0,13,D,4,2,0.5
11,0,14,A,6,2,0.333
11,0,14,B,4,1,0.25
11,0,14,C,6,2,0.333
11,0,14,D,4,1,0.25
11,0,15,A,6,2,0.333
11,0,15,B,4,0,0.0
11,0,15,C,6,0,0.0
11,0,15,D,4,0,0.0
11,0,16,A,6,1,0.167
11,0,16,B,4,0,0.0
11,0,16,C,6,1,0.167
11,0,16,D,4,0,0.0
11,0,17,A,6,1,0.167
11,0,17,B,4,0,0.0
11,0,17,C,6,1,0.167
11,0,17,D,4,0,0.0
11,0,18,A,6,1,0.167
11,0,18,B,4,0,0.0
11,0,18,C,6,1,0.167
11,0,18,D,4,0,0.0
11,1,6,A,6,2,0.333
11,1,6,B,4,0,0.0
